Project ID,LOC,FP,UCP,Effort (person-hours),Development Time (months),Team Size,Project Type,Language Type,Primary Programming Language,Count Approach,Application Group,Application Type,Development Type,Defect Density,Productivity,Schedule
8120,68.4,855,875.59,5280,11,3,Mobile,3GL,ASP.Net,COSMIC,Business Application,E-Business,Other,1.01,25.909,11
8121,58.32,729,731.32,1280,4,2,Mobile,3GL,.Net,IFPUG 4+,Infrastructure Software,Internet Banking,Not Defined,4.96,91.125,4
8122,15.44,193,186.34,8160,17,3,Mobile,3GL,.Net,FiSMA,Mathematically Intensive Application,Air Traffic Management,Re-development,2.25,3.784,17
8123,19.35,328,343.53,3840,6,4,Embedded,3GL,C#,IFPUG 4+,Mathematically Intensive Application,Transaction System,Other,4.36,13.667,6
8124,55.38,923,955.76,4800,15,2,Mobile,3GL,C++,IFPUG 4+,Business Application,Internet Banking,Other,1.06,30.767,15
8125,9.55,735,749.17,15840,11,9,Enterprise,4GL,SQL,IFPUG 4+,Real-Time Application,Internet Banking,New Development,0.42,7.424,11
8126,21.44,268,271.43,960,3,2,Embedded,3GL,Javascript,NESMA,Real-Time Application,Human Resources,Other,4.49,44.667,3
8127,12.1,205,217.44,4800,6,5,Mobile,3GL,C#,COSMIC,Business Application,Internet Banking,Not Defined,1.15,6.833,6
8128,6.5,325,342.87,22400,14,10,Enterprise,4GL,Oracle Forms,COSMIC,Real-Time Application,Transaction System,Enhancement,0.65,2.321,14
8129,10.06,774,807.93,34560,18,12,Enterprise,4GL,SQL,COSMIC,Mathematically Intensive Application,Air Traffic Management,Enhancement,1.04,3.583,18
8130,7.02,119,119.52,10400,13,5,Mobile,3GL,C#,IFPUG 4+,Business Application,Air Traffic Management,Re-development,1.07,1.831,13
8131,66.8,835,891.31,22400,10,14,Enterprise,3GL,Javascript,FiSMA,Business Application,Transaction System,Other,1.09,5.964,10
8132,38.88,486,530.79,6240,13,3,Enterprise,3GL,Javascript,NESMA,Business Application,Air Traffic Management,New Development,0.77,12.462,13
8133,119.88,810,778.66,8000,10,5,Embedded,3GL,C,FiSMA,Real-Time Application,Website,Enhancement,2.66,16.2,10
8134,10.72,536,537.23,20800,10,13,Enterprise,4GL,Oracle Forms,IFPUG 4+,Business Application,Transaction System,Enhancement,0.97,4.123,10
8135,7.6,380,395.14,21600,15,9,Enterprise,4GL,PowerBuilder,COSMIC,Real-Time Application,Internet Banking,Not Defined,0.5,2.815,15
8136,63.36,792,841.18,2560,4,4,Mobile,3GL,PHP,NESMA,Infrastructure Software,IT Management,Re-development,1.14,49.5,4
8137,8.85,177,188.94,14080,11,8,Enterprise,3GL,Visual Basic,IFPUG 4+,Business Application,Human Resources,Not Defined,1.34,2.011,11
8138,46.2,770,759.47,8320,13,4,Mobile,3GL,C++,NESMA,Real-Time Application,Internet Banking,Enhancement,2.89,14.808,13
8139,96.2,650,609.17,4480,7,4,Mobile,3GL,C,NESMA,Business Application,Transaction System,Enhancement,0.3,23.214,7
8140,3.42,171,174.17,5120,8,4,Enterprise,4GL,Oracle Forms,IFPUG 4+,Business Application,Website,Enhancement,0.97,5.344,8
8141,2.0,100,103.31,29120,13,14,Enterprise,4GL,Oracle Forms,FiSMA,Business Application,IT Management,Other,0.89,0.549,13
8142,14.96,187,192.25,5440,17,2,Embedded,3GL,Python,COSMIC,Business Application,Website,Other,0.49,5.5,17
8143,38.56,482,482.7,3360,7,3,Mobile,3GL,Python,NESMA,Infrastructure Software,Internet Banking,New Development,2.28,22.952,7
8144,24.54,409,383.53,25600,16,10,Web,3GL,C++,IFPUG 4+,Infrastructure Software,Website,Enhancement,2.83,2.556,16
8145,34.2,684,739.98,3200,10,2,Mobile,3GL,Visual Basic,IFPUG 4+,Business Application,Transaction System,New Development,1.18,34.2,10
8146,32.24,403,439.22,15360,12,8,Enterprise,3GL,.Net,NESMA,Real-Time Application,E-Business,Not Defined,4.21,4.198,12
8147,49.76,622,601.36,10560,6,11,Web,3GL,PHP,IFPUG 4+,Infrastructure Software,E-Business,Re-development,3.97,9.424,6
8148,32.26,218,204.32,11520,6,12,Web,3GL,C,FiSMA,Mathematically Intensive Application,Internet Banking,Not Defined,4.36,3.028,6
8149,53.45,906,892.59,4320,9,3,Web,3GL,C#,COSMIC,Business Application,Internet Banking,Re-development,0.34,33.556,9
8150,34.08,568,513.95,10240,16,4,Mobile,3GL,Java,NESMA,Business Application,Transaction System,Not Defined,0.37,8.875,16
8151,9.36,720,781.94,17280,12,9,Enterprise,4GL,SQL,IFPUG 4+,Business Application,Transaction System,Re-development,0.66,6.667,12
8152,16.75,335,367.06,1920,4,3,Enterprise,3GL,Visual Basic,COSMIC,Business Application,Internet Banking,Not Defined,0.41,27.917,4
8153,21.9,438,404.62,4320,3,9,Web,3GL,Visual Basic,NESMA,Business Application,Website,New Development,1.08,16.222,3
8154,56.0,700,663.85,9600,15,4,Mobile,3GL,PHP,FiSMA,Business Application,IT Management,Not Defined,0.31,11.667,15
8155,24.9,498,524.23,19200,10,12,Enterprise,3GL,Visual Basic,COSMIC,Business Application,Internet Banking,Re-development,1.11,4.15,10
8156,16.32,816,839.58,11520,8,9,Enterprise,4GL,Oracle Forms,NESMA,Business Application,Website,New Development,0.75,11.333,8
8157,76.08,951,893.77,4800,5,6,Web,3GL,PHP,IFPUG 4+,Business Application,Internet Banking,New Development,1.44,31.7,5
8158,50.64,844,853.94,10240,8,8,Enterprise,3GL,Java,NESMA,Business Application,Website,Not Defined,0.61,13.188,8
8159,12.34,617,645.2,12480,6,13,Enterprise,4GL,ABAP,FiSMA,Infrastructure Software,Human Resources,Re-development,0.55,7.91,6
8160,40.44,674,621.33,7680,12,4,Embedded,3GL,Java,COSMIC,Business Application,E-Business,Other,1.19,14.042,12
8161,124.62,842,772.66,12000,15,5,Embedded,3GL,C,IFPUG 4+,Mathematically Intensive Application,Air Traffic Management,Re-development,2.47,11.227,15
8162,53.72,363,382.79,4000,5,5,Mobile,3GL,C,FiSMA,Infrastructure Software,Air Traffic Management,Re-development,1.56,14.52,5
8163,59.4,990,904.39,6240,13,3,Embedded,3GL,C++,FiSMA,Business Application,Internet Banking,Re-development,0.29,25.385,13
8164,19.68,133,131.56,5440,17,2,Embedded,3GL,C,FiSMA,Real-Time Application,Transaction System,Other,2.28,3.912,17
8165,12.06,928,949.02,16800,15,7,Enterprise,4GL,SQL,NESMA,Infrastructure Software,Air Traffic Management,Re-development,1.48,8.838,15
8166,28.24,353,346.08,16640,8,13,Web,3GL,ASP.Net,NESMA,Mathematically Intensive Application,E-Business,New Development,4.04,3.394,8
8167,48.8,610,561.73,7200,9,5,Mobile,3GL,ASP.Net,COSMIC,Business Application,Human Resources,New Development,0.37,13.556,9
8168,68.08,851,808.35,4480,7,4,Mobile,3GL,Python,IFPUG 4+,Real-Time Application,Internet Banking,Not Defined,2.44,30.393,7
8169,43.68,546,577.2,10240,16,4,Embedded,3GL,Javascript,IFPUG 4+,Mathematically Intensive Application,Air Traffic Management,New Development,2.42,8.531,16
8170,27.44,343,372.94,25920,18,9,Enterprise,3GL,PHP,IFPUG 4+,Mathematically Intensive Application,Human Resources,Enhancement,4.85,2.117,18
8171,2.13,164,180.16,33280,16,13,Enterprise,4GL,SQL,IFPUG 4+,Infrastructure Software,Transaction System,Other,0.41,0.788,16
8172,10.34,517,541.57,14400,10,9,Enterprise,4GL,Oracle Forms,IFPUG 4+,Infrastructure Software,IT Management,New Development,1.49,5.744,10
8173,69.12,864,858.03,5600,7,5,Mobile,3GL,Javascript,NESMA,Infrastructure Software,Internet Banking,New Development,1.41,24.686,7
8174,28.56,193,201.5,3840,6,4,Mobile,3GL,C,FiSMA,Real-Time Application,Website,Re-development,1.31,8.042,6
8175,10.93,841,916.85,11520,6,12,Enterprise,4GL,SQL,NESMA,Mathematically Intensive Application,Website,Not Defined,1.04,11.681,6
8176,54.42,907,852.03,9600,5,12,Web,3GL,Java,FiSMA,Business Application,Human Resources,Other,0.32,15.117,5
8177,41.65,706,718.4,7200,5,9,Enterprise,3GL,C#,FiSMA,Business Application,Transaction System,New Development,0.52,15.689,5
8178,40.24,503,475.03,25600,16,10,Web,3GL,Python,IFPUG 4+,Infrastructure Software,Human Resources,Not Defined,4.52,3.144,16
8179,8.64,108,103.46,5600,7,5,Web,3GL,Javascript,IFPUG 4+,Business Application,E-Business,Re-development,0.84,3.086,7
8180,4.98,383,387.96,7680,16,3,Enterprise,4GL,SQL,COSMIC,Infrastructure Software,Human Resources,Re-development,0.56,7.979,16
8181,65.42,442,404.07,8000,5,10,Web,3GL,C,FiSMA,Mathematically Intensive Application,Air Traffic Management,Re-development,4.57,8.84,5
8182,24.65,493,525.36,1920,4,3,Enterprise,3GL,Visual Basic,NESMA,Infrastructure Software,Transaction System,Re-development,3.42,41.083,4
8183,51.03,865,854.14,3200,4,5,Embedded,3GL,C#,FiSMA,Mathematically Intensive Application,E-Business,Enhancement,2.57,43.25,4
8184,56.83,384,384.96,4800,10,3,Embedded,3GL,C,IFPUG 4+,Business Application,Website,Enhancement,0.79,12.8,10
8185,48.73,826,809.54,5760,18,2,Mobile,3GL,C#,FiSMA,Infrastructure Software,Website,Re-development,4.54,22.944,18
8186,39.04,488,477.45,28160,16,11,Web,3GL,Javascript,NESMA,Business Application,E-Business,New Development,0.51,2.773,16
8187,13.72,686,689.38,2880,6,3,Enterprise,4GL,Oracle Forms,COSMIC,Mathematically Intensive Application,Internet Banking,New Development,0.43,38.111,6
8188,57.76,722,670.77,3360,7,3,Embedded,3GL,ASP.Net,COSMIC,Real-Time Application,Internet Banking,New Development,4.74,34.381,7
8189,35.87,608,627.73,2400,5,3,Mobile,3GL,C#,NESMA,Real-Time Application,Human Resources,Other,5.0,40.533,5
8190,2.16,166,179.44,10240,8,8,Enterprise,4GL,SQL,IFPUG 4+,Business Application,E-Business,Enhancement,1.1,2.594,8
8191,30.3,505,490.34,10400,13,5,Mobile,3GL,Java,IFPUG 4+,Business Application,IT Management,Not Defined,0.44,7.769,13
8192,17.44,218,198.9,9600,15,4,Embedded,3GL,ASP.Net,FiSMA,Real-Time Application,Human Resources,Not Defined,1.04,3.633,15
8193,40.98,683,705.3,3840,12,2,Mobile,3GL,C++,COSMIC,Infrastructure Software,IT Management,Other,3.76,28.458,12
8194,15.12,756,829.07,23040,18,8,Enterprise,4GL,Oracle Forms,FiSMA,Mathematically Intensive Application,IT Management,Enhancement,0.76,5.25,18
8195,19.76,247,263.91,1440,3,3,Mobile,3GL,Python,IFPUG 4+,Real-Time Application,Transaction System,Other,4.99,27.444,3
8196,12.96,162,152.35,29920,17,11,Web,3GL,ASP.Net,COSMIC,Business Application,Transaction System,Other,1.08,0.866,17
8197,5.72,286,303.99,18720,9,13,Enterprise,4GL,ABAP,COSMIC,Business Application,IT Management,Other,0.7,2.444,9
8198,21.6,270,287.45,8640,18,3,Mobile,3GL,PHP,COSMIC,Mathematically Intensive Application,IT Management,Not Defined,2.44,5.0,18
8199,24.72,419,429.78,3840,6,4,Mobile,3GL,C#,IFPUG 4+,Real-Time Application,Air Traffic Management,Not Defined,2.86,17.458,6
8200,35.7,605,655.09,7840,7,7,Enterprise,3GL,C#,IFPUG 4+,Mathematically Intensive Application,Website,New Development,4.8,12.347,7
8201,49.25,985,997.15,31360,14,14,Enterprise,3GL,Visual Basic,IFPUG 4+,Mathematically Intensive Application,Transaction System,Re-development,2.5,5.026,14
8202,27.36,342,308.47,38080,17,14,Web,3GL,Python,FiSMA,Mathematically Intensive Application,Human Resources,Re-development,4.78,1.437,17
8203,35.1,702,696.28,7200,15,3,Mobile,3GL,Visual Basic,NESMA,Mathematically Intensive Application,Air Traffic Management,Re-development,1.88,15.6,15
8204,37.86,631,636.75,3520,11,2,Mobile,3GL,C++,IFPUG 4+,Real-Time Application,Air Traffic Management,Enhancement,1.31,28.682,11
8205,8.28,414,445.43,22880,13,11,Enterprise,4GL,PowerBuilder,COSMIC,Business Application,Human Resources,Enhancement,1.13,2.895,13
8206,59.76,996,991.01,1920,3,4,Web,3GL,C++,IFPUG 4+,Real-Time Application,Air Traffic Management,Not Defined,2.01,83.0,3
8207,18.06,301,301.78,11520,8,9,Enterprise,3GL,Java,FiSMA,Infrastructure Software,E-Business,Re-development,3.65,4.181,8
8208,13.76,172,172.96,15840,9,11,Enterprise,3GL,Python,IFPUG 4+,Infrastructure Software,E-Business,Re-development,3.5,1.737,9
8209,24.64,308,328.88,8320,13,4,Enterprise,3GL,PHP,COSMIC,Mathematically Intensive Application,Air Traffic Management,New Development,2.45,5.923,13
8210,95.31,644,588.54,5120,8,4,Mobile,3GL,C,COSMIC,Mathematically Intensive Application,Internet Banking,New Development,3.41,20.125,8
8211,41.29,279,288.64,4160,13,2,Mobile,3GL,C,IFPUG 4+,Business Application,E-Business,Enhancement,0.23,10.731,13
8212,55.44,693,647.19,5120,4,8,Web,3GL,.Net,NESMA,Mathematically Intensive Application,Internet Banking,Re-development,1.69,21.656,4
8213,42.36,718,650.94,2400,3,5,Mobile,3GL,C#,FiSMA,Infrastructure Software,IT Management,Not Defined,1.33,47.867,3
8214,74.32,929,907.4,19200,10,12,Web,3GL,ASP.Net,FiSMA,Infrastructure Software,Human Resources,Enhancement,4.28,7.742,10
8215,23.6,295,275.12,12000,15,5,Embedded,3GL,Javascript,IFPUG 4+,Infrastructure Software,IT Management,New Development,3.33,3.933,15
8216,14.62,731,777.11,22880,13,11,Enterprise,4GL,PowerBuilder,NESMA,Real-Time Application,Human Resources,Enhancement,0.8,5.112,13
8217,5.52,276,276.75,5760,9,4,Enterprise,4GL,PowerBuilder,FiSMA,Business Application,E-Business,Enhancement,0.27,7.667,9
8218,17.8,890,968.78,11520,9,8,Enterprise,4GL,PowerBuilder,NESMA,Mathematically Intensive Application,Website,Other,0.23,12.361,9
8219,20.56,257,266.94,6400,8,5,Embedded,3GL,Javascript,COSMIC,Real-Time Application,Human Resources,Not Defined,4.27,6.425,8
8220,33.54,559,537.73,5120,8,4,Mobile,3GL,Java,NESMA,Business Application,E-Business,Not Defined,1.18,17.469,8
8221,27.55,467,465.9,13600,17,5,Web,3GL,C#,FiSMA,Real-Time Application,Transaction System,New Development,1.57,5.494,17
8222,40.62,677,715.7,26400,15,11,Enterprise,3GL,C++,IFPUG 4+,Business Application,E-Business,Enhancement,1.41,4.103,15
8223,17.32,117,118.43,3520,11,2,Embedded,3GL,C,FiSMA,Infrastructure Software,Air Traffic Management,Re-development,2.6,5.318,11
8224,12.06,201,199.03,12800,16,5,Mobile,3GL,Java,COSMIC,Infrastructure Software,Internet Banking,Other,3.77,2.513,16
8225,39.92,499,471.01,24480,17,9,Web,3GL,.Net,COSMIC,Infrastructure Software,E-Business,Not Defined,1.5,3.261,17
8226,61.36,767,740.3,13440,12,7,Web,3GL,PHP,NESMA,Real-Time Application,Transaction System,Re-development,4.75,9.131,12
8227,37.9,758,797.37,6720,14,3,Embedded,3GL,Visual Basic,NESMA,Business Application,IT Management,New Development,0.55,18.048,14
8228,9.15,183,181.62,6400,4,10,Web,3GL,Visual Basic,FiSMA,Business Application,Internet Banking,New Development,1.14,4.575,4
8229,28.24,353,350.96,8640,6,9,Web,3GL,ASP.Net,NESMA,Real-Time Application,Air Traffic Management,Enhancement,1.64,6.537,6
8230,16.98,283,260.0,5600,5,7,Web,3GL,Java,NESMA,Business Application,Transaction System,Re-development,0.27,8.086,5
8231,53.72,363,371.52,9600,12,5,Embedded,3GL,C,COSMIC,Real-Time Application,Transaction System,Enhancement,4.89,6.05,12
8232,18.48,231,230.2,7680,16,3,Mobile,3GL,PHP,COSMIC,Mathematically Intensive Application,Transaction System,Other,1.18,4.812,16
8233,44.0,880,937.05,1440,3,3,Enterprise,3GL,Visual Basic,COSMIC,Real-Time Application,E-Business,Re-development,3.01,97.778,3
8234,9.44,118,109.66,4160,13,2,Embedded,3GL,Python,NESMA,Mathematically Intensive Application,Internet Banking,New Development,2.57,4.538,13
8235,16.56,207,197.27,30720,16,12,Web,3GL,ASP.Net,NESMA,Business Application,E-Business,Not Defined,1.3,1.078,16
8236,38.96,487,509.53,20800,13,10,Enterprise,3GL,.Net,IFPUG 4+,Business Application,Air Traffic Management,Not Defined,1.24,3.746,13
8237,32.95,659,709.48,22400,10,14,Enterprise,3GL,Visual Basic,FiSMA,Infrastructure Software,Transaction System,Re-development,4.29,4.707,10
8238,48.64,608,655.44,3360,7,3,Mobile,3GL,Javascript,COSMIC,Real-Time Application,IT Management,Not Defined,4.76,28.952,7
8239,60.8,760,707.41,9600,5,12,Web,3GL,.Net,FiSMA,Real-Time Application,Internet Banking,Not Defined,2.09,12.667,5
8240,39.47,669,606.93,11200,7,10,Web,3GL,C#,IFPUG 4+,Real-Time Application,E-Business,Other,2.98,9.557,7
8241,36.08,451,491.66,2240,7,2,Mobile,3GL,Javascript,NESMA,Infrastructure Software,Transaction System,Not Defined,2.68,32.214,7
8242,77.2,965,926.47,1920,6,2,Embedded,3GL,.Net,NESMA,Real-Time Application,Website,Re-development,1.3,80.417,6
8243,38.08,476,511.74,17920,8,14,Enterprise,3GL,Javascript,COSMIC,Infrastructure Software,Human Resources,New Development,3.31,4.25,8
8244,18.48,231,227.76,12320,11,7,Web,3GL,ASP.Net,NESMA,Real-Time Application,Transaction System,Re-development,1.2,3.0,11
8245,35.82,597,567.08,2880,3,6,Web,3GL,Java,FiSMA,Mathematically Intensive Application,Human Resources,Re-development,1.96,33.167,3
8246,30.0,600,600.53,8000,5,10,Enterprise,3GL,Visual Basic,NESMA,Business Application,Human Resources,Not Defined,1.44,12.0,5
8247,64.56,807,741.6,15360,12,8,Web,3GL,Javascript,NESMA,Business Application,Internet Banking,Re-development,1.32,8.406,12
8248,16.88,844,857.26,5120,8,4,Enterprise,4GL,Oracle Forms,IFPUG 4+,Business Application,E-Business,Not Defined,0.99,26.375,8
8249,17.11,290,289.76,5440,17,2,Mobile,3GL,C#,FiSMA,Business Application,Air Traffic Management,Not Defined,0.74,8.529,17
8250,42.64,533,512.27,6400,8,5,Mobile,3GL,ASP.Net,COSMIC,Business Application,Human Resources,Enhancement,0.93,13.325,8
8251,17.0,850,889.32,4800,5,6,Enterprise,4GL,Oracle Forms,FiSMA,Business Application,Transaction System,Re-development,1.24,28.333,5
8252,39.6,660,682.66,6720,7,6,Enterprise,3GL,C++,FiSMA,Business Application,IT Management,Not Defined,0.31,15.714,7
8253,56.0,700,724.89,5760,6,6,Enterprise,3GL,ASP.Net,NESMA,Mathematically Intensive Application,Air Traffic Management,Not Defined,2.91,19.444,6
8254,57.52,719,744.36,3360,7,3,Enterprise,3GL,.Net,COSMIC,Real-Time Application,Transaction System,Enhancement,3.59,34.238,7
8255,51.36,856,859.69,5120,16,2,Mobile,3GL,C++,IFPUG 4+,Infrastructure Software,Air Traffic Management,New Development,4.58,26.75,16
8256,16.0,800,863.94,34560,18,12,Enterprise,4GL,PowerBuilder,FiSMA,Real-Time Application,E-Business,Not Defined,1.01,3.704,18
8257,10.24,128,131.4,1920,3,4,Mobile,3GL,PHP,FiSMA,Infrastructure Software,Human Resources,New Development,1.24,10.667,3
8258,46.0,575,527.52,7200,5,9,Web,3GL,.Net,NESMA,Real-Time Application,E-Business,Other,4.3,12.778,5
8259,24.4,305,284.94,12800,16,5,Embedded,3GL,Javascript,COSMIC,Real-Time Application,Air Traffic Management,Re-development,1.93,3.812,16
8260,81.1,548,495.35,7040,4,11,Web,3GL,C,COSMIC,Infrastructure Software,E-Business,Other,1.4,12.455,4
8261,8.78,439,456.71,14560,13,7,Enterprise,4GL,Oracle Forms,COSMIC,Business Application,Transaction System,New Development,0.23,4.824,13
8262,51.52,644,678.0,8320,13,4,Embedded,3GL,ASP.Net,IFPUG 4+,Real-Time Application,Website,Not Defined,2.94,12.385,13
8263,23.68,296,285.07,4480,7,4,Web,3GL,ASP.Net,FiSMA,Mathematically Intensive Application,Human Resources,Re-development,3.17,10.571,7
8264,33.0,550,592.56,4800,10,3,Mobile,3GL,Java,NESMA,Mathematically Intensive Application,Website,Re-development,1.51,18.333,10
8265,56.29,954,906.98,15840,9,11,Web,3GL,C#,IFPUG 4+,Business Application,Internet Banking,Enhancement,0.27,9.636,9
8266,20.08,251,227.44,3840,4,6,Web,3GL,Python,NESMA,Real-Time Application,IT Management,New Development,2.96,10.458,4
8267,18.54,927,1015.74,20160,9,14,Enterprise,4GL,PowerBuilder,COSMIC,Infrastructure Software,Air Traffic Management,New Development,1.33,7.357,9
8268,2.64,132,144.81,26880,14,12,Enterprise,4GL,PowerBuilder,FiSMA,Business Application,Website,Not Defined,0.89,0.786,14
8269,36.0,720,660.26,6240,13,3,Embedded,3GL,Visual Basic,COSMIC,Real-Time Application,E-Business,Re-development,3.72,18.462,13
8270,37.28,466,428.6,3840,8,3,Embedded,3GL,ASP.Net,COSMIC,Business Application,Transaction System,Enhancement,0.93,19.417,8
8271,8.52,142,151.2,15840,9,11,Enterprise,3GL,C++,IFPUG 4+,Real-Time Application,Internet Banking,New Development,1.95,1.434,9
8272,10.1,777,782.3,6720,7,6,Enterprise,4GL,SQL,NESMA,Real-Time Application,Air Traffic Management,Enhancement,0.78,18.5,7
8273,72.0,900,863.67,3840,8,3,Mobile,3GL,Python,NESMA,Mathematically Intensive Application,Website,Other,4.98,37.5,8
8274,47.0,940,961.96,24960,12,13,Enterprise,3GL,Visual Basic,COSMIC,Real-Time Application,IT Management,Re-development,4.49,6.026,12
8275,37.6,470,448.77,7680,12,4,Mobile,3GL,Python,NESMA,Business Application,E-Business,Not Defined,0.61,9.792,12
8276,20.64,258,278.85,4480,14,2,Embedded,3GL,Javascript,NESMA,Infrastructure Software,Website,Other,4.92,9.214,14
8277,22.24,377,359.63,5760,6,6,Web,3GL,C#,IFPUG 4+,Business Application,Internet Banking,Enhancement,0.3,10.472,6
8278,37.76,472,458.11,5120,8,4,Web,3GL,ASP.Net,COSMIC,Infrastructure Software,Air Traffic Management,Other,2.27,14.75,8
